Servidor;IDEN1;EXT1;AMO1;IM1;INTEG1;INTRO1;IDEN2;IM2;EXT2;INTEG2;INTRO2;AMO2;INTRO3;IDEN3;IM3;EXT3;AMO3;INTEG3;MPS1;MPS2;MPS3;MPS4;MPS5;CP1;CP2;CP3;CP4;CV1;CV2;CC1;CV3;CV4;CV5;CC2;CV6;CC3;CV7;CC4;CN3;CV8;CV9;CC5;SV1;SV2;SV3;SV4;SV5;Sexo;Ano;Escolaridade;Salario;Tempo;Area;Esfera;Poder;Carimbo
Sim;5;4;1;2;4;4;4;4;3;4;4;1;3;4;5;5;2;4;4;5;4;4;4;4;4;3;3;4;3;5;3;3;5;3;4;3;5;3;3;4;4;1;4;3;4;4;4;Feminino;1976 a 1985;Mestre;Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Educação;Federal;Outro;2020-02-13 11:09:22.000
Sim;5;5;1;3;4;2;1;2;5;5;5;1;2;2;4;5;1;3;5;5;5;4;5;3;2;3;4;4;5;1;2;5;5;4;5;5;5;1;2;4;5;1;4;4;4;4;3;Masculino;1976 a 1985;Mestre;Mais de 15 salários mínimos;Entre 21 e 25 anos;Direito;Estadual;Legislativo;2020-02-13 11:09:43.000
Sim;5;5;2;3;4;1;3;2;1;4;2;1;4;4;2;5;1;4;5;4;4;4;4;5;4;4;4;5;4;2;1;4;5;5;4;3;3;3;3;4;4;1;4;4;4;4;4;Masculino;1976 a 1985;Mestre;Entre 5 e 9 salários mínimos;Entre 21 e 25 anos;Administrativa;Federal;Executivo;2020-02-13 11:11:16.000
Sim;5;5;1;3;3;3;4;4;5;5;5;1;3;5;3;5;1;3;5;5;3;3;4;4;3;5;5;4;5;3;2;2;3;5;3;1;1;3;5;4;1;3;2;3;3;3;2;Masculino;1976 a 1985;Mestre;Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Administrativa;Estadual;Outro;2020-02-13 11:23:05.000
Sim;5;5;1;1;5;1;5;5;5;4;5;1;5;5;4;5;1;5;5;3;1;5;3;3;4;3;3;5;5;1;4;5;5;3;5;1;5;1;1;5;3;1;3;3;4;5;3;Masculino;1986 a 1995;Mestre;Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Educação;Federal;Executivo;2020-02-13 11:28:54.000
Sim;4;4;1;3;3;3;4;4;5;5;3;1;3;5;4;4;1;4;5;4;4;2;4;3;3;3;4;4;5;1;1;3;4;4;3;2;4;1;4;4;4;1;4;4;4;4;4;Masculino;1986 a 1995;Mestre;Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Educação;Federal;Executivo;2020-02-13 11:33:07.000
Sim;1;4;1;4;5;1;3;4;1;4;4;3;3;4;5;3;1;5;5;4;3;4;4;3;1;1;1;5;4;3;4;4;5;4;5;1;5;2;3;4;3;1;4;3;4;3;2;Masculino;1956 a 1965;Mestre;Mais de 15 salários mínimos;Entre 21 e 25 anos;Fiscal;Estadual;Executivo;2020-02-13 11:34:47.000
Sim;4;4;1;4;3;1;4;3;4;5;3;1;3;4;4;5;1;4;5;5;3;3;3;4;4;4;4;3;4;2;1;4;3;4;3;3;4;2;2;5;3;1;4;2;4;4;3;Masculino;1976 a 1985;Mestre;Mais de 15 salários mínimos;Entre 6 e 10 anos;Outros;Estadual;Outro;2020-02-13 11:38:27.000
Sim;5;4;1;1;1;1;4;2;5;5;1;1;1;4;4;5;1;1;5;1;5;1;5;4;1;5;4;1;4;1;5;1;4;1;1;5;1;5;5;5;1;1;4;4;4;5;5;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Educação;Federal;Executivo;2020-02-13 11:43:31.000
Sim;2;4;1;1;1;1;1;2;3;3;2;1;2;4;2;5;2;3;4;4;3;3;4;5;5;5;4;4;2;4;1;2;3;1;1;4;2;5;5;2;1;2;3;3;2;3;2;Masculino;1986 a 1995;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Administrativa;Federal;Executivo;2020-02-13 11:49:48.000
Sim;5;1;1;3;4;1;4;4;2;2;1;1;1;4;2;5;2;4;4;4;4;4;2;4;2;5;4;4;4;1;1;4;2;4;2;2;4;2;4;5;2;2;5;4;4;4;3;Masculino;1976 a 1985;Mestre;Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Educação;Federal;Executivo;2020-02-13 11:51:48.000
Sim;3;4;3;5;3;1;3;4;4;3;5;2;2;4;4;4;1;3;5;4;2;3;3;4;2;3;2;1;5;2;4;3;5;3;5;2;5;1;2;5;4;1;5;4;5;5;4;Masculino;1976 a 1985;Mestre;Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Administrativa;Estadual;Legislativo;2020-02-13 11:57:27.000
Sim;5;5;3;4;3;2;3;2;5;4;4;2;4;5;3;5;2;3;5;5;5;5;4;4;5;5;2;5;4;4;4;5;5;5;4;3;3;5;4;4;3;1;4;3;3;4;4;Masculino;1986 a 1995;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Administrativa;Federal;Executivo;2020-02-13 12:27:59.000
Sim;4;4;1;4;4;4;4;4;2;4;4;1;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Feminino;1956 a 1965;Mestre;Entre 10 e 14 salários mínimos;Entre 26 e 30 anos;Outros;Federal;Executivo;2020-02-13 12:37:47.000
Sim;5;5;1;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;4;5;4;4;4;4;5;4;5;5;4;4;4;4;4;4;1;2;5;4;1;5;4;5;5;5;Feminino;1986 a 1995;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Educação;Federal;Executivo;2020-02-13 12:44:32.000
Sim;3;3;2;3;3;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;3;3;2;3;2;2;2;4;3;1;2;2;2;3;1;1;1;2;1;1;1;2;2;2;5;2;2;Masculino;1956 a 1965;Mestre;Entre 5 e 9 salários mínimos;Entre 31 e 35 anos;Educação;Federal;Executivo;2020-02-13 12:52:24.000
Sim;1;4;2;5;4;5;4;5;4;4;5;1;1;1;4;4;1;4;5;5;5;5;4;3;1;4;1;5;5;1;1;5;5;4;5;4;1;1;2;5;4;1;4;4;5;5;4;Masculino;1945 a 1955;Mestre;Mais de 15 salários mínimos;Acima de 35 anos;Fiscal;Estadual;Outro;2020-02-13 13:35:43.000
Sim;5;3;1;4;3;2;4;3;2;5;4;1;5;5;4;5;1;4;5;4;3;3;3;4;3;4;3;4;5;3;1;4;4;5;4;4;4;4;3;5;3;1;4;4;4;3;3;Masculino;1986 a 1995;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Administrativa;Federal;Executivo;2020-02-13 13:37:37.000
Sim;4;4;1;5;5;4;5;4;3;5;5;4;5;5;4;4;3;4;5;5;5;4;4;4;4;5;4;5;5;4;3;4;5;5;4;4;4;4;3;4;5;1;4;4;4;4;4;Masculino;1966 a 1975;Mestre;Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Educação;Estadual;Executivo;2020-02-13 14:42:41.000
Sim;5;5;1;5;5;2;5;5;5;5;4;2;5;5;5;5;1;5;5;4;5;4;4;4;4;4;4;4;5;3;4;4;5;5;5;1;5;1;2;4;4;1;5;4;5;5;4;Feminino;1986 a 1995;Mestre;Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Educação;Federal;Executivo;2020-02-13 15:51:30.000
Sim;4;5;1;2;5;4;5;5;5;5;4;1;4;5;4;5;1;5;5;4;3;3;3;4;4;3;2;4;4;4;4;4;5;3;3;4;4;3;3;5;1;1;4;5;5;4;3;Masculino;1986 a 1995;Mestre;Mais de 15 salários mínimos;Entre 11 e 15 anos;Administrativa;Federal;Judiciário;2020-02-13 16:04:17.000
Sim;4;3;4;5;5;3;4;5;3;5;5;3;4;4;4;5;1;5;5;4;2;4;3;5;2;4;1;5;3;5;3;1;5;4;1;5;5;1;5;5;4;1;3;3;3;4;4;Feminino;1966 a 1975;Mestre;Entre 10 e 14 salários mínimos;Entre 16 e 20 anos;Outros;Outra;Executivo;2020-02-13 17:38:58.000
Sim;2;4;1;5;3;2;4;5;4;3;4;1;5;4;5;5;1;4;5;4;4;5;5;4;4;4;4;5;5;1;1;5;5;3;5;1;5;1;2;5;5;1;4;4;5;4;5;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Educação;Estadual;Executivo;2020-02-13 18:00:22.000
Sim;4;4;1;5;5;4;5;5;4;5;5;1;5;5;5;4;1;5;5;5;5;5;5;4;4;4;4;5;5;1;2;5;5;2;5;1;4;1;2;5;5;1;5;5;5;5;5;Feminino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Entre 16 e 20 anos;Administrativa;Federal;Outro;2020-02-13 18:18:57.000
Sim;1;2;1;2;1;1;2;2;4;1;1;1;1;1;1;5;1;1;3;3;2;1;4;4;2;5;4;1;3;2;1;1;1;1;1;1;5;5;4;1;4;1;4;5;5;5;4;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Administrativa;Estadual;Executivo;2020-02-13 22:44:12.000
Sim;4;4;3;3;5;4;4;3;2;2;3;1;1;3;4;4;4;5;1;1;2;3;3;3;3;3;2;2;3;3;3;4;2;2;3;3;4;5;4;3;2;2;3;3;3;4;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Administrativa;Federal;Executivo;2020-02-14 10:20:58.000
Sim;5;5;1;4;5;3;5;5;5;5;5;3;5;5;4;5;3;5;5;4;4;4;4;4;4;5;5;5;4;2;4;5;5;5;5;5;5;5;1;5;4;1;5;5;5;5;5;Masculino;1986 a 1995;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Educação;Federal;Executivo;2020-02-14 13:58:39.000
Sim;3;4;1;4;4;2;4;4;4;4;5;1;4;4;5;4;1;4;5;4;3;3;3;4;1;3;5;5;5;1;2;5;5;3;4;1;5;1;2;5;4;1;4;4;5;4;4;Masculino;1986 a 1995;Mestre;Mais de 15 salários mínimos;Entre 6 e 10 anos;Fiscal;Federal;Executivo;2020-02-14 18:46:53.000
Sim;4;3;1;4;3;4;4;5;3;5;5;2;5;5;5;5;3;4;5;5;4;4;5;4;2;3;3;5;4;4;4;4;4;3;4;4;4;3;3;5;4;1;4;2;4;5;4;Masculino;1986 a 1995;Superior;Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Educação;Municipal;Executivo;2020-02-14 18:58:46.000
Sim;4;4;1;4;4;4;3;3;4;3;3;1;3;3;3;4;1;3;4;4;4;4;4;4;3;3;3;4;4;1;2;3;5;3;4;4;4;1;2;5;4;4;4;4;4;4;4;Feminino;1986 a 1995;Superior;Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Educação;Municipal;Executivo;2020-02-15 10:37:04.000
Sim;4;1;1;5;5;1;4;5;1;3;3;1;5;5;5;1;1;5;4;3;3;3;3;5;5;5;5;5;3;1;5;3;5;3;4;3;4;3;3;5;3;1;2;1;3;1;3;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Educação;Estadual;Executivo;2020-02-17 16:33:44.000
Sim;4;3;2;3;3;3;4;4;3;4;3;2;3;4;3;4;2;4;5;4;5;4;4;4;4;4;4;4;4;2;3;3;4;3;3;2;3;3;3;4;4;2;3;3;3;3;2;Masculino;1986 a 1995;Mestre;Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Administrativa;Municipal;Legislativo;2020-02-20 08:36:10.000
Sim;2;2;4;3;2;2;4;4;2;3;4;2;2;3;3;4;2;1;3;4;4;5;4;4;2;2;2;4;3;3;2;4;4;3;4;3;3;4;3;4;2;3;3;3;3;4;3;Masculino;1966 a 1975;Mestre;Entre 10 e 14 salários mínimos;Entre 26 e 30 anos;Administrativa;Federal;Executivo;2020-02-20 19:04:29.000
Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;4;5;4;4;4;4;4;4;4;2;1;4;4;4;1;4;1;1;1;4;4;1;1;4;4;4;4;4;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Acima de 35 anos;Administrativa;Estadual;Executivo;2020-02-26 13:39:57.000
Sim;4;4;1;4;4;3;4;5;3;4;5;1;3;4;4;4;1;3;5;4;3;4;4;5;4;4;4;5;4;1;1;3;5;4;4;1;4;1;4;5;4;1;3;4;4;4;4;Masculino;1976 a 1985;Mestre;Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Outros;Estadual;Outro;2020-02-26 14:32:36.000
Sim;4;4;1;5;5;4;4;5;3;4;4;2;4;4;4;4;2;4;5;4;4;3;4;4;3;4;3;4;4;1;2;4;4;4;4;2;4;2;3;5;4;1;4;4;4;4;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 6 e 10 anos;Outros;Estadual;Legislativo;2020-02-26 14:59:32.000
Sim;4;4;1;4;3;1;4;4;3;4;4;1;4;5;5;4;1;1;5;4;4;4;4;4;4;3;4;5;4;1;1;3;5;3;4;4;3;4;2;5;3;1;4;5;5;4;4;Masculino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Entre 6 e 10 anos;Outros;Estadual;Judiciário;2020-02-26 15:56:14.000
Sim;4;4;1;4;3;3;5;4;3;2;4;1;4;5;5;5;1;3;5;4;3;2;1;4;4;4;4;4;5;2;1;3;5;4;5;1;5;1;1;5;4;1;4;4;4;5;2;Masculino;1976 a 1985;Mestre;Entre 10 e 14 salários mínimos;Entre 6 e 10 anos;Educação;Federal;Executivo;2020-02-27 00:23:03.000
Sim;3;2;1;4;2;1;2;4;3;3;4;2;2;2;4;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;2;1;2;3;3;3;4;4;Masculino;1976 a 1985;Superior;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Educação;Estadual;Executivo;2020-02-27 07:07:40.000
Sim;4;4;1;4;4;4;3;3;4;4;5;1;4;5;3;5;1;5;5;5;5;3;3;4;5;4;5;4;4;5;1;4;5;1;2;3;3;5;4;5;4;1;4;4;4;4;5;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 31 e 35 anos;Fiscal;Estadual;Executivo;2020-02-27 08:48:46.000
Sim;3;5;1;4;5;5;5;5;4;5;5;1;5;5;5;4;1;5;5;4;4;4;3;4;3;2;4;4;4;5;4;5;5;5;4;5;5;1;1;5;3;1;5;4;5;5;4;Masculino;1986 a 1995;Doutor;Entre 10 e 14 salários mínimos;Entre 6 e 10 anos;Educação;Federal;Executivo;2020-02-27 09:31:15.000
Sim;4;4;1;4;2;1;5;4;3;4;1;1;1;5;2;4;1;2;5;4;2;4;4;5;4;4;4;4;5;1;2;4;5;4;4;2;5;2;2;4;4;1;4;4;4;4;4;Masculino;1976 a 1985;Doutor;Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Educação;Federal;Executivo;2020-02-27 11:10:09.000
Sim;2;2;2;2;2;2;2;2;2;4;1;1;1;1;2;4;1;1;4;3;3;2;2;5;2;3;3;4;3;2;2;1;5;4;4;1;3;1;2;4;2;1;2;4;4;4;4;Feminino;1966 a 1975;Mestre;Entre 1 e 4 salários mínimos;Entre 26 e 30 anos;Educação;Estadual;Outro;2020-02-27 13:23:33.000
Sim;5;5;1;2;3;1;2;3;4;4;2;1;2;4;3;5;1;3;4;3;3;3;4;4;3;4;4;4;2;5;2;2;3;3;3;1;3;1;4;5;3;1;3;4;4;4;3;Masculino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Entre 16 e 20 anos;Outros;Federal;Judiciário;2020-02-27 20:23:30.000
Sim;4;4;1;3;2;4;4;3;5;4;5;2;3;5;3;5;1;2;5;5;5;4;3;5;1;2;5;5;4;1;2;4;3;5;3;2;5;4;5;5;3;1;4;3;4;5;4;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Outros;Federal;Judiciário;2020-02-27 22:20:15.000
Sim;4;3;1;2;3;3;3;4;1;3;5;1;3;3;4;4;1;3;4;4;1;2;5;3;3;5;5;2;2;3;2;1;2;3;2;3;3;4;4;2;1;1;3;1;2;2;2;Masculino;1966 a 1975;Superior;Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Educação;Estadual;Outro;2020-03-02 09:59:13.000
Sim;4;4;2;5;4;1;4;4;1;3;3;3;3;4;4;4;1;3;5;2;4;4;4;5;3;2;4;5;1;3;1;2;3;3;1;4;1;4;5;5;1;1;4;4;4;5;5;Feminino;1986 a 1995;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Administrativa;Municipal;Legislativo;2020-03-04 16:20:15.000
Sim;5;5;1;4;5;5;5;4;4;4;4;2;4;5;4;5;1;4;5;4;5;4;4;5;4;4;5;4;4;1;4;5;5;4;4;4;4;1;4;5;4;1;3;3;4;4;4;Feminino;1986 a 1995;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Administrativa;Federal;Executivo;2020-03-05 18:34:58.000
Sim;5;4;1;3;3;3;5;5;4;5;5;1;4;5;3;5;3;3;5;5;5;4;4;4;4;4;4;3;4;2;2;5;5;5;4;2;2;3;4;5;2;4;4;3;4;4;4;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 6 e 10 anos;Educação;Federal;Executivo;2020-03-06 07:39:50.000
Sim;3;2;1;5;5;4;4;5;1;4;5;3;5;5;5;2;2;5;5;5;4;5;5;4;4;4;4;5;4;3;1;4;5;5;4;2;5;2;2;5;4;1;4;4;4;4;2;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Outros;Estadual;Executivo;2020-03-06 12:09:47.000
Sim;5;5;1;5;5;3;5;5;4;5;3;1;5;5;5;5;1;5;5;5;4;4;3;4;4;5;4;5;5;1;1;5;5;1;5;3;5;1;1;5;5;1;4;4;5;5;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Outros;Estadual;Executivo;2020-03-06 16:37:01.000
Sim;2;2;1;3;1;1;4;3;2;4;3;1;1;4;4;5;1;1;5;5;3;4;5;3;3;5;4;4;5;3;1;3;5;1;5;1;5;3;4;5;3;1;3;3;3;3;3;Masculino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-06 16:38:32.000
Sim;4;3;1;2;2;1;2;3;2;3;2;1;1;2;3;4;1;2;3;3;3;2;2;5;2;2;1;1;3;2;2;1;3;2;2;1;2;2;4;2;4;1;2;4;4;4;3;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-06 18:04:12.000
Sim;4;4;1;3;1;1;3;3;3;4;1;1;1;4;3;5;1;4;5;4;3;3;5;5;5;3;5;4;5;1;3;3;5;3;5;3;5;1;4;5;4;1;4;4;4;4;4;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Acima de 35 anos;Fiscal;Estadual;Executivo;2020-03-06 19:07:33.000
Sim;2;2;3;4;4;3;3;3;2;2;2;3;2;3;2;3;2;3;5;5;5;5;5;5;3;5;4;5;5;4;5;2;3;2;3;5;4;4;5;5;5;5;5;5;5;2;3;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Administrativa;Municipal;Executivo;2020-03-06 19:11:02.000
Sim;4;3;1;2;5;1;2;4;4;4;3;1;4;5;4;4;1;3;4;2;4;2;4;4;4;4;4;5;5;1;1;2;5;4;4;1;5;2;1;5;4;1;3;2;2;4;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 0 e 5 anos;Fiscal;Municipal;Executivo;2020-03-06 19:11:16.000
Sim;5;4;2;2;3;3;4;3;4;4;3;2;3;4;3;5;3;4;5;3;4;3;2;4;4;4;4;3;4;2;3;4;4;4;4;2;4;3;4;4;2;1;5;5;5;5;5;Masculino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-06 19:28:23.000
Sim;1;1;1;3;4;2;3;4;3;3;3;2;3;4;4;2;1;5;5;5;3;4;5;3;3;3;3;5;5;1;1;4;5;3;4;3;5;1;3;5;4;1;4;4;5;4;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Direito;Municipal;Executivo;2020-03-06 19:37:07.000
Sim;4;4;1;5;5;1;1;5;1;4;1;1;1;1;1;4;1;5;5;5;3;5;5;2;5;2;4;2;5;1;1;4;5;4;4;1;4;2;4;4;4;1;4;3;4;4;2;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Outros;Municipal;Executivo;2020-03-06 20:09:02.000
Sim;4;4;1;4;4;3;4;4;3;4;5;2;4;5;5;5;2;5;5;4;3;3;2;4;3;3;5;5;5;2;3;4;5;3;5;2;5;2;2;5;5;2;5;5;5;5;5;Feminino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-06 23:02:20.000
Sim;4;4;1;4;5;3;3;5;4;5;5;1;3;3;3;5;3;3;5;4;4;3;1;5;5;5;5;5;5;3;2;4;5;4;4;5;5;1;3;5;4;1;4;4;4;4;4;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Estadual;Executivo;2020-03-07 08:25:21.000
Sim;4;4;1;3;4;1;4;4;3;4;3;4;3;4;4;5;2;5;5;4;5;4;4;4;4;3;3;4;4;5;3;4;5;5;4;1;5;4;5;5;4;1;4;4;4;4;4;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Estadual;Executivo;2020-03-07 09:00:53.000
Sim;5;4;1;3;3;2;2;2;3;4;3;1;2;2;2;5;2;2;5;3;4;4;3;4;3;3;4;5;4;2;4;3;5;3;4;4;2;2;2;4;3;1;5;5;5;5;5;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Estadual;Executivo;2020-03-07 09:46:38.000
Sim;3;2;3;3;5;3;5;5;3;3;5;2;3;5;5;4;2;5;5;5;4;5;5;5;4;4;4;5;5;2;4;3;5;4;5;4;5;2;3;5;5;2;5;4;4;4;4;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Acima de 35 anos;Outros;Estadual;Executivo;2020-03-07 10:29:41.000
Sim;5;5;1;3;2;1;4;3;5;5;2;3;2;4;1;5;2;2;4;3;1;1;4;5;5;4;5;3;2;2;1;3;3;5;3;3;3;2;5;5;1;2;5;5;5;5;5;Masculino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-07 13:08:55.000
Sim;3;4;1;4;4;2;5;5;4;4;3;2;3;4;4;4;1;3;5;5;3;4;5;4;2;2;2;3;4;2;2;5;5;4;4;2;4;2;4;4;2;2;4;4;4;4;3;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-07 21:13:37.000
Sim;4;4;1;3;3;4;4;3;4;4;4;1;1;4;3;5;1;4;5;4;3;3;4;4;4;4;4;4;3;2;1;4;4;4;3;3;5;3;2;5;2;1;4;3;3;5;3;Masculino;1976 a 1985;Mestre;Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Outros;Estadual;Executivo;2020-03-07 23:31:45.000
Sim;4;4;3;4;2;2;2;2;4;4;3;2;3;4;4;3;2;3;3;3;3;2;2;2;2;4;4;3;2;3;1;3;4;4;2;2;3;2;3;4;3;2;4;5;3;3;3;Masculino;1976 a 1985;Mestre;Mais de 15 salários mínimos;Entre 11 e 15 anos;Educação;Federal;Executivo;2020-03-10 09:10:36.000
Sim;2;3;1;3;2;2;2;2;3;2;2;1;3;3;3;3;1;1;2;2;1;1;2;3;2;2;2;3;3;1;1;2;2;3;2;1;3;1;2;3;2;1;2;2;2;2;2;Masculino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-10 20:39:32.000
Sim;4;2;1;4;3;4;3;4;3;4;5;2;4;4;5;4;1;4;5;5;4;3;3;5;2;4;1;3;3;1;4;4;4;5;5;4;4;2;2;5;4;1;3;3;3;3;2;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Administrativa;Federal;Executivo;2020-03-10 21:23:31.000
Sim;4;4;1;5;5;1;5;5;4;5;4;1;2;5;4;5;1;4;5;4;4;4;4;4;4;4;4;4;5;1;2;4;5;4;5;1;4;1;1;5;5;1;5;5;5;4;4;Masculino;1956 a 1965;Mestre;Mais de 15 salários mínimos;Entre 16 e 20 anos;Administrativa;Estadual;Executivo;2020-03-14 10:19:18.000
Sim;4;4;1;4;4;5;4;4;4;4;4;3;4;4;4;4;2;4;5;5;4;4;4;4;4;3;4;4;4;1;2;3;4;4;2;1;4;2;2;5;3;1;5;4;5;4;4;Masculino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-25 12:25:45.000
Sim;5;4;1;3;5;3;3;3;5;4;3;3;3;4;3;5;3;3;3;3;3;3;3;3;3;3;3;3;4;2;1;3;3;4;3;3;1;3;2;4;4;1;3;4;4;4;1;Masculino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 26 e 30 anos;Fiscal;Estadual;Executivo;2020-03-27 13:28:46.000
Sim;5;4;1;3;3;3;3;3;4;5;3;1;3;4;3;5;1;3;5;4;4;4;4;4;3;3;4;5;4;1;4;3;4;4;2;3;5;2;2;5;4;1;5;5;5;5;4;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Estadual;Executivo;2020-03-27 13:43:38.000
Sim;4;3;1;5;5;1;3;4;4;5;2;1;1;4;3;5;1;4;5;5;3;3;5;5;2;5;5;5;4;3;1;1;5;4;3;1;4;1;2;4;4;1;5;5;5;4;4;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-27 13:48:55.000
Sim;4;4;1;3;5;2;5;4;4;4;5;1;5;5;5;5;1;5;5;5;5;4;5;5;4;5;4;5;5;1;2;4;5;4;5;4;5;4;2;5;4;1;5;5;5;5;5;Feminino;1966 a 1975;Mestre;Mais de 15 salários mínimos;Entre 21 e 25 anos;Fiscal;Estadual;Executivo;2020-03-27 13:49:23.000
